"Marché";"Marché Label";"Jour";"Jour dd/mm/yyyy";"Jour de la semaine";"Heure";"Poids CA (Global)";"Nb tickets";"Panier Moyen";"Qtés vendues"
;;;;;"17 - 18 heures";"12,94%";11;64,62;16
;;;;;"18 - 19 heures";"14,99%";12;68,6;20
;;;;;"19 - 20 heures";"7,46%";6;68,28;9
;;"21 Novembre 2016";"21/11/2016";"Total";;"100,00%";"--";"--";49
;;;;"Lundi";"Total";"100,00%";"--";"--";49
;;;;;"9 - 10 heures";"3,60%";2;40,5;3
;;;;;"10 - 11 heures";"9,13%";5;41,14;5
;;;;;"11 - 12 heures";"5,99%";2;67,5;2
;;;;;"12 - 13 heures";"1,66%";1;37,5;2
;;;;;"13 - 14 heures";"7,70%";3;57,83;3
;;;;;"14 - 15 heures";"25,06%";5;112,9;9
;;;;;"15 - 16 heures";"12,52%";4;70,5;5
;;;;;"16 - 17 heures";"20,04%";3;150,5;7
;;;;;"17 - 18 heures";"3,62%";3;27,17;4
;;;;;"18 - 19 heures";"2,71%";2;30,5;5
;;;;;"19 - 20 heures";"7,97%";1;179,5;4
;;"22 Novembre 2016";"22/11/2016";"Total";;"100,00%";"--";"--";57
;;;;"Mardi";"Total";"100,00%";"--";"--";57
;;;;;"9 - 10 heures";"1,51%";1;35;2
;;;;;"10 - 11 heures";"2,88%";2;33,4;3
;;;;;"11 - 12 heures";"4,29%";1;99,5;1
;;;;;"12 - 13 heures";"10,94%";4;63,48;6
;;;;;"13 - 14 heures";"15,35%";6;59,36;13
;;;;;"14 - 15 heures";"11,44%";2;132,7;6
;;;;;"15 - 16 heures";"7,37%";3;57;6
;;;;;"16 - 17 heures";"10,36%";5;48,06;8
;;;;;"17 - 18 heures";"23,77%";5;110,3;7
;;;;;"18 - 19 heures";"1,65%";2;19,2;2
;;;;;"19 - 20 heures";"10,45%";2;121,25;3
;;"23 Novembre 2016";"23/11/2016";"Total";;"100,00%";"--";"--";75
;;;;"Mercredi";"Total";"100,00%";"--";"--";75
;;;;;"10 - 11 heures";"4,14%";2;68,75;2
;;;;;"11 - 12 heures";"2,75%";3;30,5;3
;;;;;"12 - 13 heures";"15,61%";9;57,67;13
;;;;;"13 - 14 heures";"7,71%";2;128,25;4
;;;;;"14 - 15 heures";"8,84%";6;48,98;6
;;;;;"15 - 16 heures";"10,83%";7;51,44;11
;;;;;"16 - 17 heures";"17,69%";4;147,08;8
;;;;;"17 - 18 heures";"16,95%";6;93,92;12
;;;;;"18 - 19 heures";"13,19%";8;54,83;13
;;;;;"19 - 20 heures";"1,64%";2;27,2;2
;;;;;"20 - 21 heures";"0,65%";1;21,5;1
;;"24 Novembre 2016";"24/11/2016";"Total";;"100,00%";"--";"--";96
;;;;"Jeudi";"Total";"100,00%";"--";"--";96
;;;;;"10 - 11 heures";"7,29%";2;181,5;6
;;;;;"11 - 12 heures";"18,35%";5;182,68;14
;;;;;"12 - 13 heures";"8,86%";6;73,48;11
;;;;;"13 - 14 heures";"2,71%";2;67,5;2
;;;;;"14 - 15 heures";"4,55%";4;56,69;5
;;;;;"15 - 16 heures";"28,97%";11;131,11;27
;;;;;"16 - 17 heures";"5,31%";4;66,13;5
;;;;;"17 - 18 heures";"9,46%";5;94,2;11
;;;;;"18 - 19 heures";"10,21%";5;101,7;10
;;;;;"19 - 20 heures";"2,42%";3;40,17;4
;;;;;"20 - 21 heures";"1,87%";1;93;1
;;"25 Novembre 2016";"25/11/2016";"Total";;"100,00%";"--";"--";109
;;;;"Vendredi";"Total";"100,00%";"--";"--";109
;;;;;"10 - 11 heures";"2,61%";4;31,7;9
;;;;;"11 - 12 heures";"5,22%";6;42,17;6
;;;;;"12 - 13 heures";"11,97%";7;82,91;13
;;;;;"13 - 14 heures";"10,46%";4;126,78;6
;;;;;"14 - 15 heures";"9,18%";7;63,63;9
;;;;;"15 - 16 heures";"14,63%";13;54,56;15
;;;;;"16 - 17 heures";"10,82%";7;74,99;10
;;;;;"17 - 18 heures";"14,20%";11;62,6;14
;;;;;"18 - 19 heures";"12,24%";8;74,18;14
;;;;;"19 - 20 heures";"7,68%";5;74,48;11
;;;;;"20 - 21 heures";"0,99%";1;48;2
;;"26 Novembre 2016";"26/11/2016";"Total";;"100,00%";"--";"--";95
;;;;"Samedi";"Total";"100,00%";"--";"--";95
;;;;;"11 - 12 heures";"7,40%";6;55,88;9
;;;;;"12 - 13 heures";"8,81%";6;66,55;8
;;;;;"13 - 14 heures";"7,37%";3;111,33;6
;;;;;"14 - 15 heures";"11,70%";5;106,04;7
;;;;;"15 - 16 heures";"17,87%";12;67,47;21
;;;;;"16 - 17 heures";"10,84%";10;49,12;12
;;;;;"17 - 18 heures";"5,95%";4;67,38;5
;;;;;"18 - 19 heures";"16,97%";13;59,14;16
;;;;;"19 - 20 heures";"13,09%";6;98,83;11
;;"28 Novembre 2016";"28/11/2016";"Total";;"100,00%";"--";"--";64
;;;;"Lundi";"Total";"100,00%";"--";"--";64
;;;;;"9 - 10 heures";"3,06%";1;101,5;2
;;;;;"10 - 11 heures";"8,86%";3;97,83;6
;;;;;"11 - 12 heures";"2,93%";2;48,5;6
;;;;;"12 - 13 heures";"6,15%";2;101,8;4
;;;;;"13 - 14 heures";"11,37%";3;125,5;8
;;;;;"14 - 15 heures";"7,32%";5;48,5;6
;;;;;"15 - 16 heures";"9,30%";6;51,32;8
;;;;;"16 - 17 heures";"17,09%";6;94,33;8
;;;;;"17 - 18 heures";"7,19%";3;79,33;3
;;;;;"18 - 19 heures";"23,85%";6;131,67;10
;;;;;"19 - 20 heures";"2,88%";3;31,77;3
;;"29 Novembre 2016";"29/11/2016";"Total";;"100,00%";"--";"--";67
;;;;"Mardi";"Total";"100,00%";"--";"--";67
;;;;;"10 - 11 heures";"1,61%";2;29,25;2
;;;;;"11 - 12 heures";"8,92%";4;80,88;5
;;;;;"12 - 13 heures";"15,86%";6;95,9;12
;;;;;"13 - 14 heures";"1,68%";1;61;1
;;;;;"14 - 15 heures";"29,48%";6;178,25;14
;;;;;"15 - 16 heures";"5,12%";3;61,92;6
;;;;;"16 - 17 heures";"9,57%";4;86,83;9
;;;;;"17 - 18 heures";"5,65%";3;68,33;3
;;;;;"18 - 19 heures";"20,82%";7;107,92;14
;;;;;"20 - 21 heures";"1,28%";1;46,5;1
;;"30 Novembre 2016";"30/11/2016";"Total";;"100,00%";"--";"--";86
;;;;"Mercredi";"Total";"100,00%";"--";"--";86
;;;;;"10 - 11 heures";"3,59%";3;49,47;6
;;;;;"11 - 12 heures";"10,11%";4;104,35;7
;;;;;"12 - 13 heures";"16,66%";5;137,58;10
;;;;;"13 - 14 heures";"1,11%";2;22,95;2
;;;;;"14 - 15 heures";"12,45%";7;73,44;10
;;;;;"15 - 16 heures";"19,69%";9;90,31;14
;;;;;"16 - 17 heures";"8,96%";6;61,65;7
;;;;;"17 - 18 heures";"13,19%";9;60,49;13
;;;;;"18 - 19 heures";"9,27%";7;54,7;14
;;;;;"19 - 20 heures";"4,96%";2;102,45;3
;;"01 Décembre 2016";"01/12/2016";"Total";;"100,00%";"--";"--";112
;;;;"Jeudi";"Total";"100,00%";"--";"--";112
;;;;;"9 - 10 heures";"0,87%";1;46,5;1
;;;;;"10 - 11 heures";"2,83%";3;50,47;3
;;;;;"11 - 12 heures";"8,71%";2;232,7;5
;;;;;"12 - 13 heures";"17,28%";13;71,01;24
;;;;;"13 - 14 heures";"8,34%";4;111,35;9
;;;;;"14 - 15 heures";"12,03%";8;80,3;13
;;;;;"15 - 16 heures";"19,39%";7;147,96;17
;;;;;"16 - 17 heures";"6,33%";5;67,58;16
;;;;;"17 - 18 heures";"11,14%";8;74,36;14
;;;;;"18 - 19 heures";"6,14%";3;109,33;4
;;;;;"19 - 20 heures";"4,21%";2;112,5;4
;;;;;"20 - 21 heures";"2,71%";1;145;2
;;"02 Décembre 2016";"02/12/2016";"Total";;"100,00%";"--";"--";109
;;;;"Vendredi";"Total";"100,00%";"--";"--";109
;;;;;"10 - 11 heures";"1,32%";2;31,25;3
;;;;;"11 - 12 heures";"10,76%";5;101,8;10
;;;;;"12 - 13 heures";"2,14%";4;25,31;6
;;;;;"13 - 14 heures";"6,14%";5;58,08;7
;;;;;"14 - 15 heures";"18,70%";10;88,48;20
;;;;;"15 - 16 heures";"17,62%";10;83,35;13
;;;;;"16 - 17 heures";"8,17%";7;55,21;7
;;;;;"17 - 18 heures";"6,48%";6;51,08;6
;;;;;"18 - 19 heures";"16,57%";10;78,39;21
;;;;;"19 - 20 heures";"6,50%";3;102,5;12
;;;;;"20 - 21 heures";"5,61%";2;132,75;4
;;"03 Décembre 2016";"03/12/2016";"Total";;"100,00%";"--";"--";1590
;;;;"Samedi";"Total";"100,00%";"--";"--";1590
;;;;;"9 - 10 heures";"6,06%";26;214,9;95
;;;;;"10 - 11 heures";"14,18%";69;189,44;221
;;;;;"11 - 12 heures";"18,00%";98;169,3;261
;;;;;"12 - 13 heures";"14,38%";73;181,53;204
;;;;;"13 - 14 heures";"7,69%";62;114,33;125
;;;;;"14 - 15 heures";"9,20%";54;157,08;160
;;;;;"15 - 16 heures";"4,20%";44;87,98;85
;;;;;"16 - 17 heures";"8,91%";62;132,42;156
;;;;;"17 - 18 heures";"5,56%";48;106,79;98
;;;;;"18 - 19 heures";"7,26%";41;163,26;113
;;;;;"19 - 20 heures";"4,41%";28;145,21;68
;;;;;"20 - 21 heures";"0,12%";1;113;4
;;"05 Décembre 2016";"05/12/2016";"Total";;"100,00%";"--";"--";98
;;;;"Lundi";"Total";"100,00%";"--";"--";98
;;;;;"10 - 11 heures";"2,59%";1;116;2
;;;;;"11 - 12 heures";"3,93%";2;87,95;5
;;;;;"12 - 13 heures";"35,93%";16;100,39;33
;;;;;"13 - 14 heures";"9,10%";6;67,83;8
;;;;;"14 - 15 heures";"9,55%";8;53,38;11
;;;;;"15 - 16 heures";"6,80%";4;75,98;9
;;;;;"16 - 17 heures";"10,12%";6;75,4;8
;;;;;"17 - 18 heures";"5,46%";2;122;2
;;;;;"18 - 19 heures";"11,07%";5;98,98;10
;;;;;"19 - 20 heures";"3,82%";4;42,73;8
;;;;;"20 - 21 heures";"1,62%";1;72,4;2
;;"06 Décembre 2016";"06/12/2016";"Total";;"100,00%";"--";"--";109
;;;;"Mardi";"Total";"100,00%";"--";"--";109
;;;;;"10 - 11 heures";"2,25%";2;62,25;2
;;;;;"11 - 12 heures";"5,65%";4;78,35;9
;;;;;"12 - 13 heures";"5,57%";6;51,5;10
;;;;;"13 - 14 heures";"8,25%";5;91,5;9
;;;;;"14 - 15 heures";"15,15%";11;76,35;19
;;;;;"15 - 16 heures";"23,63%";14;93,58;19
;;;;;"16 - 17 heures";"11,68%";10;64,74;13
;;;;;"17 - 18 heures";"13,37%";8;92,69;12
;;;;;"18 - 19 heures";"5,11%";5;56,7;5
;;;;;"19 - 20 heures";"0,45%";2;12,5;2
;;;;;"20 - 21 heures";"4,77%";4;66,11;5
;;;;;"21 - 22 heures";"4,12%";2;114,25;4
4;"FEMME";"Total";;;;"100,00%";"--";"--";79980
;;"02 Janvier 2016";"02/01/2016";"Total";;"100,00%";"--";"--";678
;;;;"Samedi";"Total";"100,00%";"--";"--";678
;;;;;"9 - 10 heures";"0,13%";1;69,3;1
;;;;;"10 - 11 heures";"1,58%";9;91,24;19
;;;;;"11 - 12 heures";"8,76%";36;126,56;61
;;;;;"12 - 13 heures";"9,04%";44;106,9;64
;;;;;"13 - 14 heures";"7,52%";25;156,62;42
;;;;;"14 - 15 heures";"5,41%";35;80,37;55
;;;;;"15 - 16 heures";"10,60%";52;106,07;76
;;;;;"16 - 17 heures";"15,87%";76;108,63;108
;;;;;"17 - 18 heures";"18,70%";77;126,34;133
;;;;;"18 - 19 heures";"17,07%";54;164,52;86
;;;;;"19 - 20 heures";"5,23%";20;136,04;31
;;;;;"20 - 21 heures";"0,10%";1;51,9;2
;;"04 Janvier 2016";"04/01/2016";"Total";;"100,00%";"--";"--";335
;;;;"Lundi";"Total";"100,00%";"--";"--";335
;;;;;"9 - 10 heures";"0,00%";0;;0
;;;;;"10 - 11 heures";"0,59%";5;27,92;5
;;;;;"11 - 12 heures";"10,13%";15;158,6;36
;;;;;"12 - 13 heures";"-0,23%";13;-4,2;18
;;;;;"13 - 14 heures";"15,01%";22;160,24;49
;;;;;"14 - 15 heures";"8,63%";18;112,62;26
;;;;;"15 - 16 heures";"18,42%";37;116,91;57
;;;;;"16 - 17 heures";"12,91%";27;112,26;40
;;;;;"17 - 18 heures";"10,34%";20;121,41;34
;;;;;"18 - 19 heures";"17,31%";29;140,19;48
;;;;;"19 - 20 heures";"3,97%";10;93,2;12
;;;;;"20 - 21 heures";"2,90%";7;97,41;10
;;"05 Janvier 2016";"05/01/2016";"Total";;"100,00%";"--";"--";352
;;;;"Mardi";"Total";"100,00%";"--";"--";352
;;;;;"9 - 10 heures";"0,15%";1;40;1
;;;;;"10 - 11 heures";"5,77%";11;137,19;18
;;;;;"11 - 12 heures";"2,78%";11;66;16
;;;;;"12 - 13 heures";"11,94%";19;164,28;38
;;;;;"13 - 14 heures";"16,17%";37;114,23;57
;;;;;"14 - 15 heures";"14,63%";32;119,51;46
;;;;;"15 - 16 heures";"12,00%";27;116,25;43
;;;;;"16 - 17 heures";"11,31%";41;72,14;47
;;;;;"17 - 18 heures";"13,65%";28;127,5;44
;;;;;"18 - 19 heures";"5,41%";12;117,96;21
;;;;;"19 - 20 heures";"6,18%";12;134,68;21
;;"06 Janvier 2016";"06/01/2016";"Total";;"100,00%";"--";"--";1210
;;;;"Mercredi";"Total";"100,00%";"--";"--";1210
;;;;;"8 - 9 heures";"3,92%";18;184,68;26
;;;;;"9 - 10 heures";"6,85%";46;126,17;90
;;;;;"10 - 11 heures";"11,83%";94;106,73;167
;;;;;"11 - 12 heures";"11,45%";80;121,28;129
;;;;;"12 - 13 heures";"7,19%";61;99,96;102
;;;;;"13 - 14 heures";"8,27%";64;109,54;97
;;;;;"14 - 15 heures";"5,58%";51;92,82;72
;;;;;"15 - 16 heures";"11,06%";86;109;136
;;;;;"16 - 17 heures";"8,63%";71;103,03;107
;;;;;"17 - 18 heures";"8,10%";55;124,91;79
;;;;;"18 - 19 heures";"6,92%";59;99,36;87
;;;;;"19 - 20 heures";"8,67%";49;149,94;95
;;;;;"20 - 21 heures";"1,53%";14;92,53;23
;;"07 Janvier 2016";"07/01/2016";"Total";;"100,00%";"--";"--";942
;;;;"Jeudi";"Total";"100,00%";"--";"--";942
;;;;;"9 - 10 heures";"0,09%";0;;0
;;;;;"10 - 11 heures";"6,12%";46;88,03;65
;;;;;"11 - 12 heures";"12,27%";77;105,4;120
;;;;;"12 - 13 heures";"9,44%";63;99,15;99
;;;;;"13 - 14 heures";"13,42%";79;112,4;120
;;;;;"14 - 15 heures";"8,58%";60;94,62;88
;;;;;"15 - 16 heures";"14,11%";88;106,09;123
;;;;;"16 - 17 heures";"11,11%";70;105,01;95
;;;;;"17 - 18 heures";"9,58%";51;124,25;78
;;;;;"18 - 19 heures";"7,22%";47;101,61;69
;;;;;"19 - 20 heures";"5,59%";39;94,83;59
;;;;;"20 - 21 heures";"2,44%";17;95,07;26
;;"08 Janvier 2016";"08/01/2016";"Total";;"100,00%";"--";"--";777
;;;;"Vendredi";"Total";"100,00%";"--";"--";777
;;;;;"9 - 10 heures";"1,19%";4;157;5
;;;;;"10 - 11 heures";"5,76%";35;86,65;48
;;;;;"11 - 12 heures";"10,11%";57;93,36;91
;;;;;"12 - 13 heures";"11,17%";64;91,91;84
;;;;;"13 - 14 heures";"11,99%";63;100,18;91
;;;;;"14 - 15 heures";"11,32%";54;110,38;81
;;;;;"15 - 16 heures";"10,69%";70;80,43;97
;;;;;"16 - 17 heures";"11,33%";68;87,74;86
;;;;;"17 - 18 heures";"9,23%";50;97,15;62
;;;;;"18 - 19 heures";"7,93%";54;77,35;71
;;;;;"19 - 20 heures";"5,77%";34;89,39;43
;;;;;"20 - 21 heures";"3,49%";12;153,08;18
;;"09 Janvier 2016";"09/01/2016";"Total";;"100,00%";"--";"--";1423
;;;;"Samedi";"Total";"100,00%";"--";"--";1423
;;;;;"9 - 10 heures";"2,14%";24;90,74;36
;;;;;"10 - 11 heures";"7,17%";78;93,71;132
;;;;;"11 - 12 heures";"12,67%";123;104,92;178
;;;;;"12 - 13 heures";"7,47%";75;101,52;115
;;;;;"13 - 14 heures";"9,04%";85;108,4;140
;;;;;"14 - 15 heures";"8,45%";86;100,07;126
;;;;;"15 - 16 heures";"11,95%";109;111,66;164
;;;;;"16 - 17 heures";"14,32%";108;135,12;169
;;;;;"17 - 18 heures";"11,60%";105;112,52;151
;;;;;"18 - 19 heures";"6,87%";79;88,65;107
;;;;;"19 - 20 heures";"7,46%";74;102,64;95
;;;;;"20 - 21 heures";"0,86%";9;97,55;10
;;"10 Janvier 2016";"10/01/2016";"Total";;"100,00%";"--";"--";681
;;;;"Dimanche";"Total";"100,00%";"--";"--";681
;;;;;"10 - 11 heures";"2,68%";12;106,32;20
;;;;;"11 - 12 heures";"9,68%";42;109,87;67
;;;;;"12 - 13 heures";"11,89%";54;105,03;69
;;;;;"13 - 14 heures";"7,13%";33;103,09;46
;;;;;"14 - 15 heures";"9,88%";50;94,27;73
;;;;;"15 - 16 heures";"11,60%";61;90,7;98
;;;;;"16 - 17 heures";"16,89%";74;108,87;110
;;;;;"17 - 18 heures";"14,33%";69;99,08;89
;;;;;"18 - 19 heures";"12,92%";55;112,02;83
;;;;;"19 - 20 heures";"2,99%";14;101,95;26
;;"11 Janvier 2016";"11/01/2016";"Total";;"100,00%";"--";"--";585
;;;;"Lundi";"Total";"100,00%";"--";"--";585
;;;;;"9 - 10 heures";"-0,15%";-1;60;-1
;;;;;"10 - 11 heures";"3,21%";23;57,13;26
;;;;;"11 - 12 heures";"11,22%";48;95,74;65
;;;;;"12 - 13 heures";"12,81%";45;116,58;63
;;;;;"13 - 14 heures";"8,10%";36;92,16;50
;;;;;"14 - 15 heures";"9,93%";39;104,3;62
;;;;;"15 - 16 heures";"12,45%";58;87,92;84
;;;;;"16 - 17 heures";"14,90%";56;108,97;88
;;;;;"17 - 18 heures";"8,08%";41;80,69;52
;;;;;"18 - 19 heures";"11,85%";42;115,57;55
;;;;;"19 - 20 heures";"4,44%";21;86,57;24
;;;;;"20 - 21 heures";"3,16%";11;117,61;17
;;"12 Janvier 2016";"12/01/2016";"Total";;"100,00%";"--";"--";544
;;;;"Mardi";"Total";"100,00%";"--";"--";544
;;;;;"9 - 10 heures";"-0,77%";-1;322,3;-1
;;;;;"10 - 11 heures";"6,02%";21;120,58;26
;;;;;"11 - 12 heures";"10,00%";40;105,16;48
;;;;;"12 - 13 heures";"12,01%";42;120,3;64
;;;;;"13 - 14 heures";"10,42%";39;112,38;51
;;;;;"14 - 15 heures";"7,67%";35;92,25;48
;;;;;"15 - 16 heures";"13,28%";55;101,57;87
;;;;;"16 - 17 heures";"6,87%";36;80,25;42
;;;;;"17 - 18 heures";"14,54%";39;156,9;73
;;;;;"18 - 19 heures";"7,30%";30;102,36;37
;;;;;"19 - 20 heures";"9,27%";35;111,42;51
;;;;;"20 - 21 heures";"3,39%";14;101,92;18
;;"13 Janvier 2016";"13/01/2016";"Total";;"100,00%";"--";"--";510
;;;;"Mercredi";"Total";"100,00%";"--";"--";510
;;;;;"9 - 10 heures";"0,68%";2;119,75;2
;;;;;"10 - 11 heures";"3,05%";17;62,98;21
;;;;;"11 - 12 heures";"9,01%";28;113,14;46
;;;;;"12 - 13 heures";"6,59%";22;105,32;35
;;;;;"13 - 14 heures";"10,51%";33;111,99;53
;;;;;"14 - 15 heures";"10,03%";36;97,95;55
;;;;;"15 - 16 heures";"11,47%";44;91,64;61
;;;;;"16 - 17 heures";"14,10%";44;112,6;63
;;;;;"17 - 18 heures";"12,98%";49;93,12;63
;;;;;"18 - 19 heures";"8,68%";33;92,45;46
;;;;;"19 - 20 heures";"10,37%";38;95,88;56
;;;;;"20 - 21 heures";"2,53%";7;126,94;9
;;"14 Janvier 2016";"14/01/2016";"Total";;"100,00%";"--";"--";474
;;;;"Jeudi";"Total";"100,00%";"--";"--";474
;;;;;"9 - 10 heures";"3,76%";8;170,29;14
;;;;;"10 - 11 heures";"6,20%";22;102,03;28
;;;;;"11 - 12 heures";"8,07%";22;132,84;30
;;;;;"12 - 13 heures";"10,76%";32;121,71;52
;;;;;"13 - 14 heures";"14,71%";54;98,66;75
;;;;;"14 - 15 heures";"8,56%";42;73,84;50
;;;;;"15 - 16 heures";"10,37%";36;104,31;54
;;;;;"16 - 17 heures";"9,00%";29;112,38;46
;;;;;"17 - 18 heures";"8,44%";33;92,64;41
;;;;;"18 - 19 heures";"8,98%";23;141,34;41
;;;;;"19 - 20 heures";"8,42%";22;138,61;33
;;;;;"20 - 21 heures";"2,72%";7;140,81;10
;;"15 Janvier 2016";"15/01/2016";"Total";;"100,00%";"--";"--";492
;;;;"Vendredi";"Total";"100,00%";"--";"--";492
;;;;;"10 - 11 heures";"5,01%";10;173,22;14
;;;;;"11 - 12 heures";"9,16%";23;137,66;37
;;;;;"12 - 13 heures";"10,09%";32;108,96;50
;;;;;"13 - 14 heures";"12,13%";47;89,19;76
;;;;;"14 - 15 heures";"9,31%";35;91,92;50
;;;;;"15 - 16 heures";"10,16%";39;90,04;52
;;;;;"16 - 17 heures";"11,03%";39;97,76;50
;;;;;"17 - 18 heures";"10,34%";34;105,1;46
;;;;;"18 - 19 heures";"6,86%";31;76,54;43
;;;;;"19 - 20 heures";"11,51%";35;113,68;51
;;;;;"20 - 21 heures";"4,40%";14;108,65;23
;;"16 Janvier 2016";"16/01/2016";"Total";;"100,00%";"--";"--";858
;;;;"Samedi";"Total";"100,00%";"--";"--";858
;;;;;"9 - 10 heures";"0,45%";4;68,65;5
;;;;;"10 - 11 heures";"6,22%";32;119,85;62
;;;;;"11 - 12 heures";"9,02%";55;101,06;78
;;;;;"12 - 13 heures";"12,93%";63;126,48;97
;;;;;"13 - 14 heures";"7,59%";51;91,77;71
;;;;;"14 - 15 heures";"6,84%";46;91,58;65
;;;;;"15 - 16 heures";"11,63%";65;110,28;90
;;;;;"16 - 17 heures";"11,09%";79;86,51;104
;;;;;"17 - 18 heures";"12,89%";76;104,54;108
;;;;;"18 - 19 heures";"10,49%";66;97,91;97
;;;;;"19 - 20 heures";"10,54%";48;135,32;77
;;;;;"20 - 21 heures";"0,31%";2;96,75;4
;;"18 Janvier 2016";"18/01/2016";"Total";;"100,00%";"--";"--";296
;;;;"Lundi";"Total";"100,00%";"--";"--";296
;;;;;"9 - 10 heures";"-0,48%";-1;104,5;-1
;;;;;"10 - 11 heures";"2,97%";8;81,38;12
;;;;;"11 - 12 heures";"6,80%";16;93,22;20
;;;;;"12 - 13 heures";"8,92%";29;67,52;41
;;;;;"13 - 14 heures";"12,05%";26;101,7;36
;;;;;"14 - 15 heures";"11,37%";24;104;41
;;;;;"15 - 16 heures";"15,73%";28;123,27;37
;;;;;"16 - 17 heures";"12,43%";26;104,96;38
;;;;;"17 - 18 heures";"11,16%";28;87,49;30
;;;;;"18 - 19 heures";"8,36%";18;101,99;21
;;;;;"19 - 20 heures";"10,47%";18;127,67;20
;;;;;"20 - 21 heures";"0,22%";1;48;1
;;"19 Janvier 2016";"19/01/2016";"Total";;"100,00%";"--";"--";471
;;;;"Mardi";"Total";"100,00%";"--";"--";471
;;;;;"9 - 10 heures";"0,09%";0;;1
;;;;;"10 - 11 heures";"2,47%";9;94,11;17
;;;;;"11 - 12 heures";"5,66%";22;88,34;41
;;;;;"12 - 13 heures";"10,74%";29;127,17;42
;;;;;"13 - 14 heures";"10,57%";40;90,67;57
;;;;;"14 - 15 heures";"10,44%";34;105,4;52
;;;;;"15 - 16 heures";"11,38%";35;111,65;53
;;;;;"16 - 17 heures";"18,23%";43;145,56;72
;;;;;"17 - 18 heures";"9,82%";32;105,37;44
;;;;;"18 - 19 heures";"9,27%";28;113,67;36
;;;;;"19 - 20 heures";"8,00%";25;109,79;39
;;;;;"20 - 21 heures";"3,32%";12;94,98;17
;;"20 Janvier 2016";"20/01/2016";"Total";;"100,00%";"--";"--";521
;;;;"Mercredi";"Total";"100,00%";"--";"--";521
;;;;;"9 - 10 heures";"0,26%";2;46,25;3
;;;;;"10 - 11 heures";"4,26%";16;93,13;28
;;;;;"11 - 12 heures";"7,51%";32;82,2;50
;;;;;"12 - 13 heures";"7,95%";26;106,99;40
;;;;;"13 - 14 heures";"11,74%";37;111,05;57
;;;;;"14 - 15 heures";"8,18%";31;92,35;48
;;;;;"15 - 16 heures";"11,03%";53;72,85;67
;;;;;"16 - 17 heures";"9,90%";39;88,88;54
;;;;;"17 - 18 heures";"17,00%";56;106,26;74
;;;;;"18 - 19 heures";"14,93%";42;124,47;68
;;;;;"19 - 20 heures";"4,38%";18;85,16;23
;;;;;"20 - 21 heures";"2,86%";7;142,94;9
;;"21 Janvier 2016";"21/01/2016";"Total";;"100,00%";"--";"--";415
;;;;"Jeudi";"Total";"100,00%";"--";"--";415
;;;;;"9 - 10 heures";"-0,27%";-1;79,99;-1
;;;;;"10 - 11 heures";"2,74%";14;57,65;17
;;;;;"11 - 12 heures";"16,34%";18;267,36;43
;;;;;"12 - 13 heures";"6,42%";19;99,45;30
;;;;;"13 - 14 heures";"13,38%";36;109,44;51
;;;;;"14 - 15 heures";"12,02%";29;122,01;47
;;;;;"15 - 16 heures";"12,05%";39;91;54
;;;;;"16 - 17 heures";"12,05%";35;101,36;50
;;;;;"17 - 18 heures";"8,29%";29;84,19;43
;;;;;"18 - 19 heures";"8,21%";28;86,32;41
;;;;;"19 - 20 heures";"6,31%";18;103,16;30
;;;;;"20 - 21 heures";"2,47%";7;104;10
;;"22 Janvier 2016";"22/01/2016";"Total";;"100,00%";"--";"--";452
;;;;"Vendredi";"Total";"100,00%";"--";"--";452
;;;;;"9 - 10 heures";"1,02%";3;109,7;6
;;;;;"10 - 11 heures";"1,34%";4;108;9
;;;;;"11 - 12 heures";"6,21%";23;87,09;27
;;;;;"12 - 13 heures";"7,28%";17;138,22;32
;;;;;"13 - 14 heures";"16,79%";35;154,85;63
;;;;;"14 - 15 heures";"7,87%";25;101,57;31
;;;;;"15 - 16 heures";"9,62%";37;83,9;50
;;;;;"16 - 17 heures";"11,36%";43;85,3;57
;;;;;"17 - 18 heures";"10,31%";32;103,96;47
;;;;;"18 - 19 heures";"11,60%";34;110,15;56
;;;;;"19 - 20 heures";"13,19%";39;109,19;59
;;;;;"20 - 21 heures";"3,41%";10;109,94;15
;;"23 Janvier 2016";"23/01/2016";"Total";;"100,00%";"--";"--";829
;;;;"Samedi";"Total";"100,00%";"--";"--";829
;;;;;"9 - 10 heures";"0,11%";1;65;1
;;;;;"10 - 11 heures";"4,62%";24;116,04;31
;;;;;"11 - 12 heures";"9,32%";55;102,17;88
;;;;;"12 - 13 heures";"11,85%";51;140,22;76
;;;;;"13 - 14 heures";"5,92%";34;105,07;49
;;;;;"14 - 15 heures";"7,83%";44;107,32;70
;;;;;"15 - 16 heures";"10,63%";62;103,39;92
;;;;;"16 - 17 heures";"18,88%";104;109,48;159
;;;;;"17 - 18 heures";"11,24%";71;95,47;99
;;;;;"18 - 19 heures";"12,28%";75;98,74;114
;;;;;"19 - 20 heures";"7,14%";40;107,75;49
;;;;;"20 - 21 heures";"0,19%";1;117;1
;;"25 Janvier 2016";"25/01/2016";"Total";;"100,00%";"--";"--";308
;;;;"Lundi";"Total";"100,00%";"--";"--";308
;;;;;"9 - 10 heures";"-0,10%";0;;0
;;;;;"10 - 11 heures";"3,14%";9;76,64;12
;;;;;"11 - 12 heures";"13,75%";24;125,92;39
;;;;;"12 - 13 heures";"9,00%";19;104,07;23
