"Marché";"Marché label";"Jour";"Jour dd/mm/yyy";"Jour de la semaine";"Heure";"Poids CA (Global)";"Nb tickets";"Panier Moyen";"Qtés vendues"
;;;;;"10 - 11 heures";"4,63%";14;127,13;30
;;;;;"11 - 12 heures";"7,25%";37;75,31;55
;;;;;"12 - 13 heures";"8,99%";33;104,69;57
;;;;;"13 - 14 heures";"10,21%";47;83,49;74
;;;;;"14 - 15 heures";"6,37%";36;67,98;59
;;;;;"15 - 16 heures";"9,59%";50;73,72;75
;;;;;"16 - 17 heures";"18,22%";83;84,38;132
;;;;;"17 - 18 heures";"12,86%";67;73,81;100
;;;;;"18 - 19 heures";"9,14%";48;73,22;75
;;;;;"19 - 20 heures";"8,86%";37;92,08;52
;;;;;"20 - 21 heures";"3,68%";12;117,77;27
;;"09 Juillet 2015";"09/07/2015";"Total";;"100,00%";"--";"--";571
;;;;"Jeudi";"Total";"100,00%";"--";"--";571
;;;;;"9 - 10 heures";"0,67%";3;65,87;4
;;;;;"10 - 11 heures";"3,97%";14;83,39;22
;;;;;"11 - 12 heures";"5,62%";19;86,97;36
;;;;;"12 - 13 heures";"10,84%";41;77,71;61
;;;;;"13 - 14 heures";"14,10%";54;76,77;80
;;;;;"14 - 15 heures";"4,98%";23;63,64;32
;;;;;"15 - 16 heures";"8,41%";33;74,94;48
;;;;;"16 - 17 heures";"16,08%";54;87,5;89
;;;;;"17 - 18 heures";"9,17%";30;89,8;52
;;;;;"18 - 19 heures";"8,93%";34;77,16;60
;;;;;"19 - 20 heures";"13,93%";41;99,85;69
;;;;;"20 - 21 heures";"3,30%";14;69,25;18
;;"10 Juillet 2015";"10/07/2015";"Total";;"100,00%";"--";"--";546
;;;;"Vendredi";"Total";"100,00%";"--";"--";546
;;;;;"10 - 11 heures";"3,44%";13;73,9;21
;;;;;"11 - 12 heures";"10,31%";31;92,94;53
;;;;;"12 - 13 heures";"10,87%";38;79,95;54
;;;;;"13 - 14 heures";"12,01%";40;83,92;68
;;;;;"14 - 15 heures";"6,81%";27;70,48;40
;;;;;"15 - 16 heures";"13,26%";42;88,23;72
;;;;;"16 - 17 heures";"8,97%";39;64,3;60
;;;;;"17 - 18 heures";"13,36%";33;113,16;61
;;;;;"18 - 19 heures";"9,73%";33;82,4;57
;;;;;"19 - 20 heures";"6,55%";27;67,81;37
;;;;;"20 - 21 heures";"4,69%";16;81,86;23
;;"11 Juillet 2015";"11/07/2015";"Total";;"100,00%";"--";"--";634
;;;;"Samedi";"Total";"100,00%";"--";"--";634
;;;;;"9 - 10 heures";"0,50%";4;41,28;5
;;;;;"10 - 11 heures";"2,60%";16;53,98;20
;;;;;"11 - 12 heures";"8,17%";32;84,79;53
;;;;;"12 - 13 heures";"8,65%";37;77,71;51
;;;;;"13 - 14 heures";"7,06%";22;106,67;33
;;;;;"14 - 15 heures";"7,01%";24;97,03;45
;;;;;"15 - 16 heures";"10,51%";47;74,29;65
;;;;;"16 - 17 heures";"13,97%";58;80,03;82
;;;;;"17 - 18 heures";"21,74%";80;90,28;131
;;;;;"18 - 19 heures";"13,77%";52;87,97;102
;;;;;"19 - 20 heures";"5,62%";25;74,66;43
;;;;;"20 - 21 heures";"0,40%";2;66,95;4
;;"13 Juillet 2015";"13/07/2015";"Total";;"100,00%";"--";"--";540
;;;;"Lundi";"Total";"100,00%";"--";"--";540
;;;;;"10 - 11 heures";"2,81%";12;62,91;14
;;;;;"11 - 12 heures";"7,97%";30;71,35;41
;;;;;"12 - 13 heures";"8,74%";44;53,37;68
;;;;;"13 - 14 heures";"10,68%";37;77,53;53
;;;;;"14 - 15 heures";"10,10%";34;79,78;52
;;;;;"15 - 16 heures";"12,59%";41;82,49;61
;;;;;"16 - 17 heures";"20,16%";55;98,45;92
;;;;;"17 - 18 heures";"11,08%";38;78,35;71
;;;;;"18 - 19 heures";"9,91%";38;70,03;54
;;;;;"19 - 20 heures";"2,42%";8;81,23;12
;;;;;"20 - 21 heures";"3,54%";12;79,22;22
;;"15 Juillet 2015";"15/07/2015";"Total";;"100,00%";"--";"--";538
;;;;"Mercredi";"Total";"100,00%";"--";"--";538
;;;;;"9 - 10 heures";"0,25%";1;83,3;1
;;;;;"10 - 11 heures";"1,15%";6;65,13;11
;;;;;"11 - 12 heures";"26,95%";30;304,52;108
;;;;;"12 - 13 heures";"23,62%";52;154,01;92
;;;;;"13 - 14 heures";"6,90%";26;89,99;54
;;;;;"14 - 15 heures";"4,77%";21;77,02;27
;;;;;"15 - 16 heures";"7,89%";38;70,41;52
;;;;;"16 - 17 heures";"6,65%";27;83,51;51
;;;;;"17 - 18 heures";"6,56%";29;76,65;47
;;;;;"18 - 19 heures";"8,78%";31;96,04;49
;;;;;"19 - 20 heures";"4,88%";21;78,71;36
;;;;;"20 - 21 heures";"1,60%";5;108,38;10
;;"16 Juillet 2015";"16/07/2015";"Total";;"100,00%";"--";"--";334
;;;;"Jeudi";"Total";"100,00%";"--";"--";334
;;;;;"9 - 10 heures";"1,11%";3;58,77;5
;;;;;"10 - 11 heures";"8,20%";20;65,22;28
;;;;;"11 - 12 heures";"5,47%";15;57,97;18
;;;;;"12 - 13 heures";"9,02%";18;79,68;29
;;;;;"13 - 14 heures";"6,01%";13;73,48;21
;;;;;"14 - 15 heures";"5,83%";15;61,85;22
;;;;;"15 - 16 heures";"12,48%";22;90,18;39
;;;;;"16 - 17 heures";"12,86%";28;73,01;49
;;;;;"17 - 18 heures";"11,18%";24;74,07;38
;;;;;"18 - 19 heures";"11,58%";24;76,68;35
;;;;;"19 - 20 heures";"14,03%";26;85,78;43
;;;;;"20 - 21 heures";"2,23%";6;59,15;7
;;"17 Juillet 2015";"17/07/2015";"Total";;"100,00%";"--";"--";404
;;;;"Vendredi";"Total";"100,00%";"--";"--";404
;;;;;"10 - 11 heures";"5,21%";11;92,79;19
;;;;;"11 - 12 heures";"7,57%";14;106;25
;;;;;"12 - 13 heures";"13,84%";31;87,52;49
;;;;;"13 - 14 heures";"9,02%";25;70,78;41
;;;;;"14 - 15 heures";"4,75%";15;62,07;21
;;;;;"15 - 16 heures";"6,09%";21;56,89;32
;;;;;"16 - 17 heures";"15,86%";44;70,69;61
;;;;;"17 - 18 heures";"9,72%";31;61,46;53
;;;;;"18 - 19 heures";"7,78%";20;76,31;33
;;;;;"19 - 20 heures";"14,82%";24;121,07;46
;;;;;"20 - 21 heures";"5,33%";12;87,16;24
;;"18 Juillet 2015";"18/07/2015";"Total";;"100,00%";"--";"--";522
;;;;"Samedi";"Total";"100,00%";"--";"--";522
;;;;;"9 - 10 heures";"0,28%";1;80,5;1
;;;;;"10 - 11 heures";"2,47%";14;50,25;18
;;;;;"11 - 12 heures";"6,87%";29;67,44;40
;;;;;"12 - 13 heures";"10,86%";34;90,91;52
;;;;;"13 - 14 heures";"3,82%";15;72,47;26
;;;;;"14 - 15 heures";"4,99%";22;64,53;31
;;;;;"15 - 16 heures";"14,96%";39;109,11;75
;;;;;"16 - 17 heures";"12,81%";40;91,14;65
;;;;;"17 - 18 heures";"15,77%";64;70,12;99
;;;;;"18 - 19 heures";"14,08%";43;93,16;60
;;;;;"19 - 20 heures";"10,83%";24;128,37;46
;;;;;"20 - 21 heures";"2,26%";5;128,4;9
;;"20 Juillet 2015";"20/07/2015";"Total";;"100,00%";"--";"--";287
;;;;"Lundi";"Total";"100,00%";"--";"--";287
;;;;;"9 - 10 heures";"-0,30%";0;;-2
;;;;;"10 - 11 heures";"6,02%";8;100,43;13
;;;;;"11 - 12 heures";"6,84%";13;70,3;19
;;;;;"12 - 13 heures";"6,03%";11;73,21;22
;;;;;"13 - 14 heures";"10,04%";20;67,02;31
;;;;;"14 - 15 heures";"5,97%";11;72,49;14
;;;;;"15 - 16 heures";"12,88%";29;59,3;46
;;;;;"16 - 17 heures";"19,16%";27;94,74;52
;;;;;"17 - 18 heures";"7,50%";17;58,91;20
;;;;;"18 - 19 heures";"12,61%";26;64,74;38
;;;;;"19 - 20 heures";"10,46%";17;82,18;24
;;;;;"20 - 21 heures";"2,80%";6;62,34;10
;;"21 Juillet 2015";"21/07/2015";"Total";;"100,00%";"--";"--";285
;;;;"Mardi";"Total";"100,00%";"--";"--";285
;;;;;"9 - 10 heures";"1,30%";2;109,75;4
;;;;;"10 - 11 heures";"4,30%";5;145,64;18
;;;;;"11 - 12 heures";"4,14%";12;58,44;16
;;;;;"12 - 13 heures";"6,43%";16;68;23
;;;;;"13 - 14 heures";"11,64%";20;98,54;32
;;;;;"14 - 15 heures";"7,32%";12;103,22;20
;;;;;"15 - 16 heures";"7,78%";14;94,07;21
;;;;;"16 - 17 heures";"11,61%";26;75,58;43
;;;;;"17 - 18 heures";"18,22%";23;134,11;39
;;;;;"18 - 19 heures";"20,36%";29;118,84;45
;;;;;"19 - 20 heures";"5,84%";11;89,92;18
;;;;;"20 - 21 heures";"1,06%";4;44,72;6
;;"22 Juillet 2015";"22/07/2015";"Total";;"100,00%";"--";"--";358
;;;;"Mercredi";"Total";"100,00%";"--";"--";358
;;;;;"9 - 10 heures";"0,52%";1;97,5;1
;;;;;"10 - 11 heures";"2,90%";7;77,81;10
;;;;;"11 - 12 heures";"8,60%";18;89,59;32
;;;;;"12 - 13 heures";"10,10%";29;65,32;42
;;;;;"13 - 14 heures";"14,78%";22;125,97;36
;;;;;"14 - 15 heures";"9,30%";23;75,87;35
;;;;;"15 - 16 heures";"9,37%";27;65,09;39
;;;;;"16 - 17 heures";"9,41%";21;84,06;31
;;;;;"17 - 18 heures";"13,09%";30;81,83;55
;;;;;"18 - 19 heures";"12,72%";27;88,32;42
;;;;;"19 - 20 heures";"5,47%";15;68,42;22
;;;;;"20 - 21 heures";"3,74%";8;87,59;13
;;"23 Juillet 2015";"23/07/2015";"Total";;"100,00%";"--";"--";339
;;;;"Jeudi";"Total";"100,00%";"--";"--";339
;;;;;"9 - 10 heures";"0,30%";0;;0
;;;;;"10 - 11 heures";"3,62%";10;63,47;13
;;;;;"11 - 12 heures";"8,30%";17;85,65;25
;;;;;"12 - 13 heures";"8,82%";24;64,42;36
;;;;;"13 - 14 heures";"10,09%";22;80,44;38
;;;;;"14 - 15 heures";"5,81%";17;59,97;25
;;;;;"15 - 16 heures";"7,36%";20;64,53;31
;;;;;"16 - 17 heures";"13,79%";27;89,58;45
;;;;;"17 - 18 heures";"9,25%";18;90,16;30
;;;;;"18 - 19 heures";"17,72%";33;94,15;41
;;;;;"19 - 20 heures";"12,55%";25;88,04;44
;;;;;"20 - 21 heures";"2,39%";6;69,77;11
;;"24 Juillet 2015";"24/07/2015";"Total";;"100,00%";"--";"--";305
;;;;"Vendredi";"Total";"100,00%";"--";"--";305
;;;;;"10 - 11 heures";"6,32%";11;84,97;16
;;;;;"11 - 12 heures";"11,42%";22;76,74;32
;;;;;"12 - 13 heures";"8,84%";19;68,79;32
;;;;;"13 - 14 heures";"10,41%";21;73,24;31
;;;;;"14 - 15 heures";"4,79%";9;78,62;15
;;;;;"15 - 16 heures";"11,26%";26;64,02;37
;;;;;"16 - 17 heures";"13,47%";25;79,65;40
;;;;;"17 - 18 heures";"9,40%";19;73,08;31
;;;;;"18 - 19 heures";"13,92%";26;79,09;35
;;;;;"19 - 20 heures";"6,17%";13;70,1;23
;;;;;"20 - 21 heures";"4,00%";9;65,61;13
;;"25 Juillet 2015";"25/07/2015";"Total";;"100,00%";"--";"--";463
;;;;"Samedi";"Total";"100,00%";"--";"--";463
;;;;;"9 - 10 heures";"0,88%";2;103,5;3
;;;;;"10 - 11 heures";"3,23%";11;69,1;15
;;;;;"11 - 12 heures";"12,17%";40;71,48;59
;;;;;"12 - 13 heures";"11,06%";33;78,75;57
;;;;;"13 - 14 heures";"8,32%";24;81,43;40
;;;;;"14 - 15 heures";"8,39%";16;123,26;21
;;;;;"15 - 16 heures";"10,29%";34;71,15;53
;;;;;"16 - 17 heures";"15,34%";48;75,13;75
;;;;;"17 - 18 heures";"13,64%";40;80,13;61
;;;;;"18 - 19 heures";"9,31%";34;64,32;46
;;;;;"19 - 20 heures";"7,17%";17;99,09;32
;;;;;"20 - 21 heures";"0,20%";1;47,5;1
;;"27 Juillet 2015";"27/07/2015";"Total";;"100,00%";"--";"--";406
;;;;"Lundi";"Total";"100,00%";"--";"--";406
;;;;;"10 - 11 heures";"0,33%";2;30;2
;;;;;"11 - 12 heures";"4,58%";15;56,11;24
;;;;;"12 - 13 heures";"8,97%";24;68,75;44
;;;;;"13 - 14 heures";"8,92%";23;71,3;32
;;;;;"14 - 15 heures";"8,94%";23;71,47;33
;;;;;"15 - 16 heures";"13,61%";41;61,07;59
;;;;;"16 - 17 heures";"14,99%";38;72,55;63
;;;;;"17 - 18 heures";"13,76%";32;79,11;45
;;;;;"18 - 19 heures";"12,26%";28;80,55;46
;;;;;"19 - 20 heures";"10,67%";24;81,73;47
;;;;;"20 - 21 heures";"2,98%";9;60,83;11
;;"28 Juillet 2015";"28/07/2015";"Total";;"100,00%";"--";"--";438
;;;;"Mardi";"Total";"100,00%";"--";"--";438
;;;;;"10 - 11 heures";"1,67%";5;69,46;5
;;;;;"11 - 12 heures";"9,38%";20;97,45;40
;;;;;"12 - 13 heures";"6,53%";21;64,66;38
;;;;;"13 - 14 heures";"12,42%";29;89,03;49
;;;;;"14 - 15 heures";"7,21%";15;99,88;24
;;;;;"15 - 16 heures";"8,69%";29;62,27;49
;;;;;"16 - 17 heures";"10,84%";34;66,25;50
;;;;;"17 - 18 heures";"11,45%";35;68;58
;;;;;"18 - 19 heures";"12,81%";28;95,03;47
;;;;;"19 - 20 heures";"14,23%";26;113,7;56
;;;;;"20 - 21 heures";"4,77%";12;82,52;22
;;"29 Juillet 2015";"29/07/2015";"Total";;"100,00%";"--";"--";349
;;;;"Mercredi";"Total";"100,00%";"--";"--";349
;;;;;"10 - 11 heures";"2,06%";5;73,3;6
;;;;;"11 - 12 heures";"9,73%";15;115,46;21
;;;;;"12 - 13 heures";"7,59%";15;90,03;29
;;;;;"13 - 14 heures";"6,84%";20;60,88;28
;;;;;"14 - 15 heures";"5,44%";17;57,01;27
;;;;;"15 - 16 heures";"13,03%";32;72,49;44
;;;;;"16 - 17 heures";"17,69%";42;75;69
;;;;;"17 - 18 heures";"15,78%";34;82,62;53
;;;;;"18 - 19 heures";"7,13%";20;63,48;23
;;;;;"19 - 20 heures";"10,56%";28;67,16;37
;;;;;"20 - 21 heures";"4,14%";7;105,34;12
;;"30 Juillet 2015";"30/07/2015";"Total";;"100,00%";"--";"--";298
;;;;"Jeudi";"Total";"100,00%";"--";"--";298
;;;;;"10 - 11 heures";"3,07%";9;49,94;14
;;;;;"11 - 12 heures";"4,62%";9;75,15;13
;;;;;"12 - 13 heures";"7,46%";15;72,81;28
;;;;;"13 - 14 heures";"11,01%";22;73,24;38
;;;;;"14 - 15 heures";"8,69%";16;79,48;20
;;;;;"15 - 16 heures";"9,48%";19;73,06;27
;;;;;"16 - 17 heures";"12,03%";25;70,42;35
;;;;;"17 - 18 heures";"7,02%";15;68,55;28
;;;;;"18 - 19 heures";"13,57%";23;86,38;36
;;;;;"19 - 20 heures";"14,05%";20;102,83;38
;;;;;"20 - 21 heures";"9,01%";10;131,84;21
;;"31 Juillet 2015";"31/07/2015";"Total";;"100,00%";"--";"--";251
;;;;"Vendredi";"Total";"100,00%";"--";"--";251
;;;;;"10 - 11 heures";"1,13%";5;28,54;5
;;;;;"11 - 12 heures";"9,24%";17;68,84;27
;;;;;"12 - 13 heures";"4,08%";5;103,32;8
;;;;;"13 - 14 heures";"7,04%";14;63,73;21
;;;;;"14 - 15 heures";"7,59%";12;80,16;16
;;;;;"15 - 16 heures";"15,81%";24;83,42;39
;;;;;"16 - 17 heures";"9,03%";17;67,31;29
;;;;;"17 - 18 heures";"12,78%";32;50,57;39
;;;;;"18 - 19 heures";"16,09%";21;97,05;29
;;;;;"19 - 20 heures";"13,70%";19;91,3;32
;;;;;"20 - 21 heures";"3,51%";4;111,13;6
;;"01 Août 2015";"01/08/2015";"Total";;"100,00%";"--";"--";369
;;;;"Samedi";"Total";"100,00%";"--";"--";369
;;;;;"9 - 10 heures";"0,22%";1;44;1
;;;;;"10 - 11 heures";"2,19%";8;55,94;12
;;;;;"11 - 12 heures";"5,68%";16;72,59;22
;;;;;"12 - 13 heures";"6,05%";22;56,3;30
;;;;;"13 - 14 heures";"4,31%";13;67,9;22
;;;;;"14 - 15 heures";"6,78%";16;86,65;22
;;;;;"15 - 16 heures";"13,48%";32;86,15;45
;;;;;"16 - 17 heures";"30,78%";45;139,92;78
;;;;;"17 - 18 heures";"12,65%";37;69,93;55
;;;;;"18 - 19 heures";"11,27%";31;74,36;42
;;;;;"19 - 20 heures";"6,61%";22;61,47;40
;;"03 Août 2015";"03/08/2015";"Total";;"100,00%";"--";"--";347
;;;;"Lundi";"Total";"100,00%";"--";"--";347
;;;;;"9 - 10 heures";"0,29%";1;45;1
;;;;;"10 - 11 heures";"1,64%";7;36,96;8
;;;;;"11 - 12 heures";"2,17%";6;56,98;10
;;;;;"12 - 13 heures";"7,73%";20;60,97;25
;;;;;"13 - 14 heures";"3,45%";12;45,32;16
;;;;;"14 - 15 heures";"9,38%";19;77,88;26
;;;;;"15 - 16 heures";"12,21%";25;77,06;50
;;;;;"16 - 17 heures";"14,44%";29;78,56;53
;;;;;"17 - 18 heures";"17,58%";36;77,05;67
;;;;;"18 - 19 heures";"9,94%";21;74,7;33
;;;;;"19 - 20 heures";"16,58%";25;104,67;45
;;;;;"20 - 21 heures";"4,60%";6;120,94;13
;;"04 Août 2015";"04/08/2015";"Total";;"100,00%";"--";"--";306
;;;;"Mardi";"Total";"100,00%";"--";"--";306
;;;;;"10 - 11 heures";"4,64%";9;76,8;11
;;;;;"11 - 12 heures";"5,00%";10;74,52;12
;;;;;"12 - 13 heures";"4,86%";14;51,74;17
;;;;;"13 - 14 heures";"14,30%";23;92,59;43
;;;;;"14 - 15 heures";"6,11%";16;56,9;24
;;;;;"15 - 16 heures";"8,53%";24;52,9;37
;;;;;"16 - 17 heures";"16,19%";24;100,46;37
;;;;;"17 - 18 heures";"15,49%";34;67,83;52
;;;;;"18 - 19 heures";"12,77%";25;76,04;43
;;;;;"19 - 20 heures";"10,97%";16;102,06;25
;;;;;"20 - 21 heures";"1,13%";4;42;5
;;"05 Août 2015";"05/08/2015";"Total";;"100,00%";"--";"--";119
;;;;"Mercredi";"Total";"100,00%";"--";"--";119
;;;;;"10 - 11 heures";"1,05%";2;44;3
;;;;;"11 - 12 heures";"9,31%";8;97,5;10
;;;;;"12 - 13 heures";"5,25%";6;73,25;6
;;;;;"13 - 14 heures";"3,38%";7;40,43;7
;;;;;"14 - 15 heures";"14,90%";11;113,45;14
;;;;;"15 - 16 heures";"6,70%";7;80,21;10
;;;;;"16 - 17 heures";"27,87%";17;137,29;25
;;;;;"17 - 18 heures";"17,34%";13;111,7;22
;;;;;"18 - 19 heures";"7,59%";6;105,89;12
;;;;;"19 - 20 heures";"3,43%";6;47,83;7
;;;;;"20 - 21 heures";"3,18%";2;133,25;3
;;"06 Août 2015";"06/08/2015";"Total";;"100,00%";"--";"--";156
;;;;"Jeudi";"Total";"100,00%";"--";"--";156
;;;;;"10 - 11 heures";"1,11%";3;39,33;4
;;;;;"11 - 12 heures";"7,47%";7;113,12;17
;;;;;"12 - 13 heures";"10,64%";10;112,7;14
;;;;;"13 - 14 heures";"16,54%";15;116,83;24
;;;;;"14 - 15 heures";"11,82%";11;113,85;17
;;;;;"15 - 16 heures";"4,80%";10;50,82;14
;;;;;"16 - 17 heures";"16,17%";9;190,28;11
;;;;;"17 - 18 heures";"5,37%";7;81,21;10
;;;;;"18 - 19 heures";"17,25%";18;101,52;29
;;;;;"19 - 20 heures";"8,46%";11;81,5;15
;;;;;"20 - 21 heures";"0,37%";1;39;1
;;"07 Août 2015";"07/08/2015";"Total";;"100,00%";"--";"--";110
;;;;"Vendredi";"Total";"100,00%";"--";"--";110
;;;;;"9 - 10 heures";"0,27%";1;19;1
;;;;;"10 - 11 heures";"5,24%";7;52,43;8
;;;;;"11 - 12 heures";"2,36%";5;33;7
;;;;;"12 - 13 heures";"15,80%";9;123;13
;;;;;"13 - 14 heures";"4,08%";5;57,1;4
;;;;;"14 - 15 heures";"7,60%";7;76,05;12
;;;;;"15 - 16 heures";"18,11%";12;105,71;17
;;;;;"16 - 17 heures";"8,65%";9;67,33;14
;;;;;"17 - 18 heures";"14,02%";5;196,4;6
;;;;;"18 - 19 heures";"14,60%";10;102,3;19
;;;;;"19 - 20 heures";"8,17%";3;190,87;7
;;;;;"20 - 21 heures";"1,11%";2;39;2
;;"08 Août 2015";"08/08/2015";"Total";;"100,00%";"--";"--";145
;;;;"Samedi";"Total";"100,00%";"--";"--";145
;;;;;"9 - 10 heures";"0,87%";1;75,4;1
;;;;;"10 - 11 heures";"2,22%";4;48;4
;;;;;"11 - 12 heures";"6,11%";5;105,6;6
;;;;;"12 - 13 heures";"11,10%";7;137,07;12
;;;;;"13 - 14 heures";"6,87%";5;118,8;8
;;;;;"14 - 15 heures";"8,99%";11;70,59;16
;;;;;"15 - 16 heures";"14,11%";14;87,07;18
;;;;;"16 - 17 heures";"15,92%";13;105,82;25
;;;;;"17 - 18 heures";"14,77%";16;79,75;26
;;;;;"18 - 19 heures";"13,58%";15;78,23;18
;;;;;"19 - 20 heures";"5,51%";7;68,07;11
;;;;;"20 - 21 heures";"-0,06%";0;;0
;;"10 Août 2015";"10/08/2015";"Total";;"100,00%";"--";"--";135
;;;;"Lundi";"Total";"100,00%";"--";"--";135
;;;;;"10 - 11 heures";"0,66%";1;64;2
;;;;;"11 - 12 heures";"3,65%";4;88,12;7
;;;;;"12 - 13 heures";"5,90%";6;95,08;9
;;;;;"13 - 14 heures";"10,56%";10;102,09;15
;;;;;"14 - 15 heures";"3,84%";5;74,2;9
;;;;;"15 - 16 heures";"6,04%";9;64,84;8
;;;;;"16 - 17 heures";"17,06%";19;86,78;26
;;;;;"17 - 18 heures";"27,86%";19;141,74;37
;;;;;"18 - 19 heures";"13,97%";12;112,5;18
;;;;;"19 - 20 heures";"3,75%";3;120,83;3
;;;;;"20 - 21 heures";"6,72%";1;650;1
;;"11 Août 2015";"11/08/2015";"Total";;"100,00%";"--";"--";132
;;;;"Mardi";"Total";"100,00%";"--";"--";132
;;;;;"10 - 11 heures";"0,84%";2;39;2
;;;;;"11 - 12 heures";"12,45%";6;193;10
;;;;;"12 - 13 heures";"8,85%";6;137,17;8
;;;;;"13 - 14 heures";"4,58%";4;106,5;8
;;;;;"14 - 15 heures";"10,17%";9;105,11;13
;;;;;"15 - 16 heures";"11,74%";12;91,01;19
;;;;;"16 - 17 heures";"21,73%";14;144,39;19
;;;;;"17 - 18 heures";"11,78%";14;78,28;20
;;;;;"18 - 19 heures";"8,90%";13;63,69;18
;;;;;"19 - 20 heures";"6,77%";10;62,95;13
;;;;;"20 - 21 heures";"2,20%";2;102,5;2
;;"12 Août 2015";"12/08/2015";"Total";;"100,00%";"--";"--";132
;;;;"Mercredi";"Total";"100,00%";"--";"--";132
;;;;;"10 - 11 heures";"1,48%";1;129;1
;;;;;"11 - 12 heures";"9,34%";7;116,14;13
;;;;;"12 - 13 heures";"3,98%";4;86,5;5
;;;;;"13 - 14 heures";"8,47%";10;73,7;12
;;;;;"14 - 15 heures";"11,58%";10;100,75;18
;;;;;"15 - 16 heures";"7,52%";9;72,72;13
;;;;;"16 - 17 heures";"23,39%";17;119,76;24
;;;;;"17 - 18 heures";"9,26%";11;73,27;14
;;;;;"18 - 19 heures";"17,80%";18;86,08;20
;;;;;"19 - 20 heures";"6,43%";6;93,33;11
;;;;;"20 - 21 heures";"0,75%";1;65;1
;;"13 Août 2015";"13/08/2015";"Total";;"100,00%";"--";"--";165
;;;;"Jeudi";"Total";"100,00%";"--";"--";165
;;;;;"9 - 10 heures";"0,23%";1;25;1
;;;;;"10 - 11 heures";"9,59%";5;207,1;7
;;;;;"11 - 12 heures";"2,98%";4;80,5;5
;;;;;"12 - 13 heures";"10,23%";10;110,45;19
;;;;;"13 - 14 heures";"5,14%";10;55,5;11
;;;;;"14 - 15 heures";"9,46%";14;72,93;24
;;;;;"15 - 16 heures";"9,68%";15;69,67;18
;;;;;"16 - 17 heures";"14,78%";17;93,82;23
;;;;;"17 - 18 heures";"20,02%";20;108,02;33
;;;;;"18 - 19 heures";"9,21%";12;82,83;14
;;;;;"19 - 20 heures";"5,05%";5;109;5
;;;;;"20 - 21 heures";"3,61%";4;97,5;5
;;"14 Août 2015";"14/08/2015";"Total";;"100,00%";"--";"--";101
;;;;"Vendredi";"Total";"100,00%";"--";"--";101
;;;;;"10 - 11 heures";"2,62%";2;100,7;3
;;;;;"11 - 12 heures";"1,56%";2;59,95;4
;;;;;"12 - 13 heures";"9,49%";4;182,25;4
;;;;;"13 - 14 heures";"7,00%";6;89,65;7
;;;;;"14 - 15 heures";"4,03%";4;77,38;5
;;;;;"15 - 16 heures";"15,20%";9;129,67;12
;;;;;"16 - 17 heures";"19,62%";17;88,63;23
;;;;;"17 - 18 heures";"14,86%";14;81,54;14
;;;;;"18 - 19 heures";"18,68%";14;102,5;19
;;;;;"19 - 20 heures";"5,05%";5;77,6;7
;;;;;"20 - 21 heures";"1,88%";3;48;3
;;"15 Août 2015";"15/08/2015";"Total";;"100,00%";"--";"--";155
;;;;"Samedi";"Total";"100,00%";"--";"--";155
;;;;;"10 - 11 heures";"3,06%";4;79,37;4
;;;;;"11 - 12 heures";"4,95%";5;102,8;6
;;;;;"12 - 13 heures";"9,72%";9;112,11;10
;;;;;"13 - 14 heures";"6,00%";6;103,75;8
;;;;;"14 - 15 heures";"10,77%";10;111,85;16
;;;;;"15 - 16 heures";"11,12%";18;64,14;27
;;;;;"16 - 17 heures";"15,28%";13;122,07;24
;;;;;"17 - 18 heures";"21,59%";24;93,41;33
;;;;;"18 - 19 heures";"16,60%";19;90,71;24
;;;;;"19 - 20 heures";"0,91%";1;94,97;3
;;"17 Août 2015";"17/08/2015";"Total";;"100,00%";"--";"--";106
;;;;"Lundi";"Total";"100,00%";"--";"--";106
;;;;;"10 - 11 heures";"2,86%";4;60,75;4
;;;;;"11 - 12 heures";"6,49%";6;91,9;8
;;;;;"12 - 13 heures";"6,32%";8;67,13;11
;;;;;"13 - 14 heures";"5,86%";2;249,25;4
;;;;;"14 - 15 heures";"3,96%";5;67,4;5
;;;;;"15 - 16 heures";"13,09%";12;92,75;15
;;;;;"16 - 17 heures";"21,14%";13;138,24;21
;;;;;"17 - 18 heures";"29,01%";20;123,27;29
;;;;;"18 - 19 heures";"0,59%";1;50;1
;;;;;"19 - 20 heures";"8,97%";6;127,08;7
;;;;;"20 - 21 heures";"1,71%";1;145;1
;;"18 Août 2015";"18/08/2015";"Total";;"100,00%";"--";"--";113
;;;;"Mardi";"Total";"100,00%";"--";"--";113
;;;;;"10 - 11 heures";"3,71%";1;290;3
;;;;;"11 - 12 heures";"22,22%";16;108,72;24
;;;;;"12 - 13 heures";"8,75%";4;171,24;9
;;;;;"13 - 14 heures";"4,14%";5;64,8;10
;;;;;"14 - 15 heures";"6,37%";6;83,08;8
;;;;;"15 - 16 heures";"11,34%";10;88,75;11
;;;;;"16 - 17 heures";"22,56%";12;147,16;19
;;;;;"17 - 18 heures";"12,26%";11;87,27;20
;;;;;"18 - 19 heures";"1,82%";3;47,49;3
;;;;;"19 - 20 heures";"6,83%";5;106,9;6
;;"19 Août 2015";"19/08/2015";"Total";;"100,00%";"--";"--";122
;;;;"Mercredi";"Total";"100,00%";"--";"--";122
;;;;;"10 - 11 heures";"7,30%";5;170,8;5
;;;;;"11 - 12 heures";"3,21%";4;94;8
;;;;;"12 - 13 heures";"10,22%";8;149,38;13
